SK_ID_CURR,TARGET
192465,0
252542,0
252542,0
296254,0
226223,0
326788,0
285779,0
452462,0
337746,0
217993,0
217993,0
364592,0
371308,0
224828,0
156434,0
442709,0
442709,0
442709,0
221226,0
275258,0
438582,0
438582,0
339254,0
339254,0
119184,0
119184,0
356633,0
167954,0
285980,0
285980,0
289448,0
289448,0
309313,0
309313,0
379544,0
379544,0
209336,0
338700,0
207722,0
218246,0
351341,0
197588,0
197975,0
365310,0
105846,0
112731,0
112731,0
303373,0
430608,0
430608,0
430608,0
431273,0
163826,0
354109,0
354109,0
407627,0
192442,0
148327,0
188718,0
448223,0
448223,0
448223,0
434164,0
412326,0
348184,0
192416,0
242867,0
242867,0
367958,0
214419,0
360829,0
197125,0
265401,0
265401,0
201304,0
136085,0
136085,0
168671,0
357195,0
398056,0
398056,0
113896,0
105206,0
105206,0
105206,0
105206,0
195215,0
182754,0
237662,0
237662,0
131660,0
131660,0
270077,0
149404,0
399673,0
399673,0
103966,0
341872,0
341872,0
341872,0
433743,0
374357,0
374357,0
374357,0
374357,0
374357,0
374357,0
374357,0
287068,0
287068,0
198834,0
276261,0
272857,0
403778,0
304139,0
383301,0
248394,0
320771,0
393209,0
227532,0
227532,0
227532,0
401447,0
352618,0
352618,0
380062,0
380062,0
303150,0
427594,0
427594,0
417640,0
417640,0
424501,0
424501,0
424501,0
424501,0
308443,0
308443,0
308443,0
213549,0
213549,0
213796,0
426758,0
358677,0
358677,0
358677,0
358677,0
359816,0
296472,0
296472,0
273041,0
377348,0
377348,0
275118,0
436230,0
100465,0
100465,0
109406,0
109406,0
114879,0
114879,0
303954,0
209216,0
209216,0
169705,0
235574,0
369394,0
174020,0
174020,0
147046,0
176633,0
217868,0
217868,0
217868,0
187945,0
102196,0
317038,0
317038,0
456114,0
456114,0
456114,0
456114,0
456114,0
456114,0
456114,0
233569,0
291848,0
291848,0
291848,0
209279,0
168796,0
115245,0
115245,0
137415,0
137415,0
306128,0
306128,0
255675,0
163302,0
194223,0
194223,0
362359,0
262202,0
390195,0
208060,0
236600,0
236600,0
317709,0
317709,0
432695,0
319544,0
319544,0
379544,0
379544,0
265394,0
326774,0
193386,0
124922,0
230607,0
289125,0
158965,0
158965,0
140732,0
224585,0
342120,0
218817,0
218817,0
218817,0
406690,0
406690,0
420823,0
203915,0
203915,0
309043,0
309043,0
342617,0
342617,0
342617,0
342617,0
335205,0
296939,0
296939,0
330107,0
123965,0
424881,0
424881,0
163977,0
163977,0
163977,0
163977,0
450401,0
450401,0
246105,0
254544,0
254544,0
254544,0
357595,0
304906,0
356445,0
138643,0
324472,0
256347,0
256347,0
340217,0
410043,0
243378,0
243378,0
243378,0
273965,0
273965,0
273965,0
273965,0
273965,0
367777,0
367777,0
334537,0
334537,0
328082,0
158571,0
312072,0
144417,0
144417,0
146933,0
431028,0
185435,0
432915,0
340989,0
118554,0
331390,0
439291,0
250857,0
148789,0
331328,0
296948,0
193187,0
193187,0
317237,0
277142,0
277142,0
277142,0
277142,0
277142,0
215325,0
215325,0
202322,0
227345,0
114433,0
114433,0
114433,0
114433,0
229422,0
229422,0
201239,0
201239,0
201239,0
135504,0
429454,0
429454,0
233705,0
163870,0
163870,0
163870,0
163870,0
334693,0
334693,0
418793,0
134789,0
266097,0
266097,0
302475,0
266205,0
188157,0
386866,0
365593,0
365593,0
353419,0
397032,0
397032,0
397032,0
269466,0
296120,0
294217,0
182213,0
182213,0
214410,0
214410,0
205032,0
319800,0
319800,0
257642,0
124261,0
124261,0
421195,0
421195,0
421195,0
430712,0
351684,0
351684,0
437541,0
164246,0
164246,0
164246,0
366936,0
139025,0
277708,0
355823,0
451840,0
294572,0
238134,0
206221,0
201853,0
201853,0
267081,0
267081,0
267081,0
267081,0
297276,0
297276,0
297276,0
154193,0
154193,0
388076,0
366019,0
205264,0
204089,0
185771,0
280650,0
149034,0
149034,0
211643,0
273866,0
164676,0
284098,0
207813,0
278856,0
275993,0
275993,0
112731,0
112731,0
264501,0
133564,0
307434,0
185737,0
432068,0
261633,0
332588,0
332588,0
140444,0
187168,0
187168,0
187168,0
456089,0
413970,0
413970,0
129557,0
370682,0
368713,0
453925,0
453925,0
453925,0
453925,0
347107,0
347107,0
305835,0
305835,0
210955,0
360328,0
360328,0
360328,0
166887,0
166887,0
280483,0
327845,0
433825,0
275467,0
275467,0
263243,0
430273,0
430340,0
387702,0
387702,0
387702,0
373908,0
147249,0
147249,0
332577,0
366164,0
258999,0
222233,0
277915,0
277915,0
406557,0
406557,0
406557,0
406557,0
319631,0
415484,0
243697,0
243697,0
132203,0
215162,0
259022,0
318487,0
318487,0
289636,0
157057,0
157057,0
436934,0
242227,0
178905,0
165846,0
136177,0
380052,0
390268,0
390268,0
329416,0
229694,0
229694,0
229694,0
370591,0
370591,0
370591,0
330562,0
330562,0
330562,0
330562,0
180654,0
430878,0
449803,0
168653,0
168653,0
342132,0
322517,0
414033,0
414033,0
130065,0
257541,0
257541,0
257541,0
257541,0
322181,0
322181,0
322181,0
441935,0
298643,0
324472,0
317764,0
243272,0
243272,0
243272,0
243272,0
455546,0
455546,0
416136,0
416136,0
425651,0
425651,0
107080,0
255017,0
255017,0
328804,0
234463,0
102747,0
102747,0
113106,0
113106,0
202304,0
202304,0
448819,0
367153,0
367153,0
253295,0
317631,0
236354,0
236354,0
280362,0
232763,0
175217,0
341536,0
341536,0
246639,0
295313,0
295313,0
365016,0
365016,0
365016,0
222430,0
256509,0
308892,0
269990,0
202361,0
334849,0
337688,0
337688,0
337688,0
337688,0
342773,0
130522,0
130522,0
231453,0
231453,0
231453,0
455496,0
244153,0
221045,0
225890,0
300591,0
379629,0
177882,0
290849,0
315489,0
342381,0
385711,0
113224,0
176852,0
115046,0
115046,0
115952,0
456018,0
456119,0
104455,0
439089,0
439089,0
353642,0
259490,0
381524,0
381524,0
134242,0
348962,0
348962,0
377590,0
377590,0
126084,0
126084,0
126084,0
436209,0
124974,0
124974,0
389581,0
229923,0
169003,0
161276,0
254670,0
139583,0
139583,0
260846,0
260846,0
260846,0
129530,0
307490,0
175079,0
427336,0
391131,0
430223,0
430223,0
252688,0
252688,0
252688,0
252688,0
113906,0
124072,0
124072,0
124072,0
124072,0
234749,0
257329,0
257329,0
257329,0
257329,0
306421,0
306421,0
151754,0
151754,0
245438,0
245438,0
298100,0
298100,0
119594,0
125259,0
188820,0
232285,0
231462,0
231462,0
285689,0
285689,0
285689,0
285689,0
235671,0
419507,0
419507,0
104042,0
104042,0
337688,0
337688,0
279600,0
295198,0
295198,0
365534,0
279250,0
355678,0
355678,0
226521,0
226521,0
226521,0
222294,0
222294,0
222294,0
222294,0
258199,0
264951,0
264951,0
306318,0
430527,0
257823,0
257823,0
425269,0
351341,0
307939,0
324958,0
259923,0
259923,0
259923,0
259923,0
310642,0
310642,0
277361,0
270966,0
146100,0
318702,0
318702,0
271368,0
271368,0
302635,0
302635,0
123093,0
133564,0
133564,0
133564,0
386319,0
218734,0
275384,0
326974,0
402252,0
235133,0
235133,0
358713,0
330648,0
385213,0
385213,0
385213,0
385213,0
289565,0
289565,0
118523,0
164252,0
164252,0
164252,0
164252,0
164252,0
164252,0
262625,0
262625,0
155036,0
155036,0
310858,0
310858,0
371227,0
371227,0
187056,0
407293,0
236465,0
322801,0
322801,0
322801,0
322801,0
259850,0
259850,0
257521,0
257521,0
173259,0
116259,0
150942,0
271412,0
271412,0
271412,0
419647,0
260699,0
352429,0
381405,0
381405,0
224069,0
296948,0
286048,0
130093,0
266587,0
332946,0
346530,0
346530,0
346530,0
354242,0
354242,0
404745,0
166829,0
104987,0
119420,0
142847,0
142847,0
321055,0
321055,0
189305,0
372394,0
372394,0
187659,0
388658,0
218734,0
255670,0
255670,0
255670,0
211597,0
436471,0
436471,0
436471,0
183609,0
264034,0
316748,0
337684,0
337684,0
337684,0
107141,0
107141,0
391098,0
391098,0
247240,0
101937,0
186161,0
186161,0
225950,0
312300,0
118678,0
156231,0
185738,0
366704,0
281162,0
403560,0
257360,0
449600,0
122013,0
122013,0
127149,0
103205,0
274251,0
415553,0
303565,0
233692,0
265717,0
153966,0
419708,0
199204,0
357494,0
252076,0
373936,0
250142,0
429965,0
148921,0
288086,0
330867,0
160233,0
431034,0
210662,0
336168,0
349807,0
349807,0
415417,0
174253,0
208562,0
379321,0
376756,0
380982,0
157383,0
395085,0
226661,0
226661,0
282524,0
299312,0
358458,0
358458,0
358458,0
309691,0
356351,0
171540,0
138806,0
138806,0
310180,0
355920,0
281858,0
384940,0
401748,0
374704,0
114890,0
142924,0
249887,0
443489,0
222053,0
325510,0
223411,0
330135,0
256079,0
289084,0
352910,0
226828,0
399394,0
141710,0
376021,0
376021,0
147269,0
238151,0
238151,0
238151,0
195229,0
124224,0
372252,0
372252,0
372252,0
386356,0
139840,0
139840,0
422052,0
224226,0
224226,0
105510,0
432977,0
432977,0
432977,0
409475,0
409475,0
251460,0
251460,0
251460,0
251460,0
251460,0
368154,0
189123,0
153015,0
227321,0
113533,0
331099,0
331099,0
331099,0
331099,0
331099,0
191092,0
281850,0
357714,0
355479,0
241651,0
115096,0
418264,0
225834,0
225834,0
215727,0
215727,0
215727,0
105190,0
105190,0
110601,0
110601,0
110601,0
164588,0
398988,0
398988,0
191749,0
191749,0
176970,0
452412,0
341555,0
341555,0
393494,0
439132,0
158149,0
247115,0
103115,0
221781,0
390680,0
105524,0
303306,0
227213,0
307362,0
306684,0
306117,0
306117,0
437057,0
422535,0
364437,0
286531,0
417163,0
417163,0
417163,0
403196,0
358659,0
316893,0
316893,0
178609,0
178609,0
376090,0
124395,0
105923,0
105923,0
105923,0
353078,0
393431,0
393431,0
261329,0
261329,0
261329,0
283010,0
159914,0
163773,0
372743,0
455887,0
228441,0
228441,0
129341,0
211288,0
190624,0
236111,0
129666,0
346263,0
286488,0
452228,0
336906,0
118257,0
392502,0
262226,0
144649,0
223187,0
223187,0
223187,0
273965,0
273965,0
273965,0
273965,0
273965,0
273965,0
273965,0
274487,0
167217,0
167217,0
167217,0
167217,0
167217,0
167217,0
181045,0
148043,0
148043,0
148043,0
171319,0
171319,0
114879,0
114879,0
114879,0
168606,0
349883,0
349883,0
349883,0
371978,0
371978,0
371978,0
211314,0
172686,0
200723,0
200723,0
200723,0
295426,0
295426,0
295426,0
124610,0
124610,0
154511,0
154511,0
310343,0
310343,0
103068,0
142061,0
142061,0
213074,0
184687,0
184687,0
434079,0
417666,0
417666,0
264729,0
102366,0
171503,0
326556,0
404476,0
270880,0
270880,0
434333,0
218028,0
208379,0
309273,0
309273,0
238407,0
238407,0
238407,0
348467,0
348467,0
266556,0
155670,0
155670,0
100754,0
204739,0
204739,0
204739,0
403038,0
168882,0
168882,0
153467,0
374719,0
224182,0
224182,0
224182,0
367482,0
367482,0
315472,0
256422,0
256422,0
271954,0
253895,0
442014,0
144246,0
302495,0
398234,0
398234,0
213597,0
369951,0
343056,0
320816,0
249024,0
450422,0
450422,0
450422,0
408175,0
342811,0
241629,0
333088,0
333088,0
424598,0
169370,0
235244,0
235244,0
235244,0
305584,0
451284,0
451284,0
445401,0
445401,0
141194,0
353467,0
353467,0
286608,0
286608,0
286608,0
427007,0
239069,0
203774,0
157892,0
157892,0
157892,0
413276,0
413276,0
413276,0
120434,0
120434,0
292554,0
139277,0
139277,0
139277,0
187967,0
219540,0
219540,0
446722,0
446722,0
446722,0
446722,0
446722,0
125771,0
125771,0
248167,0
363287,0
363287,0
363287,0
373175,0
373175,0
414093,0
414093,0
414093,0
270996,0
332021,0
276474,0
276474,0
249661,0
249661,0
249661,0
183851,0
381665,0
381665,0
381665,0
381665,0
381665,0
443388,0
380052,0
155979,0
148625,0
148625,0
148625,0
148625,0
148625,0
350137,0
350137,0
388582,0
166800,0
216522,0
216522,0
304561,0
247699,0
247699,0
412320,0
412320,0
412320,0
128477,0
112917,0
436787,0
289695,0
298516,0
298516,0
187293,0
275148,0
314759,0
119556,0
119556,0
119556,0
246024,0
441219,0
394420,0
116511,0
116511,0
236337,0
236337,0
125283,0
221931,0
356458,0
189956,0
245061,0
311270,0
226883,0
330562,0
256375,0
168439,0
168439,0
168439,0
168439,0
168439,0
168439,0
205896,0
432321,0
327881,0
380106,0
423115,0
367077,0
421500,0
283530,0
403907,0
120481,0
269176,0
235770,0
185117,0
185117,0
185117,0
185117,0
185117,0
307147,0
307147,0
307147,0
307147,0
307147,0
307147,0
307147,0
442959,0
442959,0
442959,0
449843,0
449843,0
449843,0
449843,0
449843,0
449843,0
103206,0
103206,0
103206,0
119805,0
119805,0
266958,0
373364,0
373364,0
208259,0
441350,0
167889,0
167889,0
362837,0
362837,0
362837,0
362837,0
191330,0
191330,0
218675,0
218675,0
218675,0
218675,0
101873,0
103496,0
103496,0
103496,0
103496,0
247077,0
311761,0
376806,0
182408,0
182408,0
193251,0
193251,0
256205,0
110567,0
399074,0
399074,0
429708,0
232052,0
177368,0
104056,0
340406,0
304829,0
443451,0
443451,0
443451,0
264529,0
264529,0
250937,0
168839,0
389769,0
199070,0
125585,0
159072,0
159072,0
315587,0
315587,0
315587,0
222320,0
222320,0
222320,0
191732,0
257624,0
389665,0
452390,0
452390,0
452390,0
452390,0
452390,0
177368,0
177368,0
425971,0
266936,0
266936,0
336091,0
336091,0
336091,0
336091,0
355296,0
355296,0
355296,0
355296,0
278982,0
278982,0
398469,0
398469,0
196143,0
196143,0
185944,0
134892,0
302368,0
250094,0
142381,0
294794,0
392231,0
201884,0
233863,0
243209,0
362491,0
446796,0
268775,0
304828,0
393768,0
300105,0
422340,0
341035,0
399458,0
314349,0
245481,0
454553,0
260406,0
344120,0
287042,0
248277,0
286426,0
423176,0
247398,0
112564,0
251002,0
401447,0
252426,0
252796,0
383960,0
119217,0
235165,0
211545,0
377876,0
187807,0
186101,0
316388,0
352257,0
112642,0
294589,0
102068,0
222538,0
444448,0
296503,0
439018,0
143963,0
222737,0
222737,0
315108,0
326393,0
122312,0
410639,0
390195,0
252557,0
189817,0
252437,0
423724,0
342002,0
401531,0
412388,0
255987,0
196164,0
172046,0
400569,0
105439,0
372397,0
190641,0
190641,0
247983,0
351648,0
303306,0
110167,0
351674,0
213150,0
178679,0
378857,0
432591,0
242436,0
319310,0
208102,0
308531,0
300640,0
410810,0
410810,0
323569,0
337082,0
279875,0
232319,0
366232,0
252853,0
133277,0
414883,0
174453,0
352764,0
276251,0
245578,0
245578,0
198725,0
393494,0
122908,0
139081,0
411467,0
352581,0
174991,0
437298,0
137036,0
323837,0
353582,0
445943,0
168796,0
317734,0
363625,0
233359,0
376553,0
212967,0
196646,0
218789,0
171399,0
336998,0
248654,0
215280,0
215280,0
129396,0
400627,0
417667,0
223368,0
369014,0
199227,0
331390,0
319672,0
283741,0
138209,0
312194,0
140820,0
351424,0
120206,0
221082,0
387750,0
277046,0
334025,0
121723,0
113375,0
435568,0
127953,0
143528,0
325401,0
405795,0
136466,0
316651,0
277439,0
444793,0
213712,0
416371,0
419755,0
129548,0
243865,0
360431,0
401437,0
422097,0
108199,0
273550,0
291911,0
423480,0
371800,0
371778,0
416780,0
272372,0
169286,0
102989,0
105834,0
193926,0
289868,0
289868,0
147432,0
451533,0
380696,0
193321,0
330259,0
410473,0
245415,0
199402,0
199402,0
283565,0
427848,0
348143,0
270243,0
278633,0
360696,0
254276,0
226941,0
221283,0
236094,0
197060,0
305761,0
383599,0
137735,0
323599,0
350534,0
102842,0
265272,0
406535,0
422486,0
241034,0
373282,0
373282,0
202450,0
291769,0
397372,0
256351,0
123471,0
366879,0
153403,0
253603,0
382701,0
282717,0
149481,0
299908,0
114596,0
422690,0
420003,0
216581,0
321245,0
376387,0
278594,0
437099,0
399350,0
425450,0
285333,0
224958,0
256531,0
404460,0
226295,0
252236,0
412442,0
186333,0
449056,0
449056,0
155992,0
113813,0
360696,0
301331,0
301331,0
349369,0
349369,0
197896,0
452898,0
177314,0
239117,0
192472,0
174132,0
433475,0
146981,0
241801,0
299113,0
140522,0
341495,0
341495,0
453294,0
453294,0
396746,0
396746,0
421398,0
421398,0
421398,0
199722,0
145418,0
235822,0
386202,0
432618,0
255891,0
176560,0
368135,0
368135,0
368135,0
170079,0
348264,0
348264,0
348264,0
348264,0
323307,0
180813,0
180813,0
419665,0
419665,0
153464,0
170923,0
181393,0
181393,0
166197,0
113883,0
113883,0
113883,0
113883,0
113883,0
235673,0
171961,0
171961,0
319465,0
168040,0
327800,0
213318,0
317245,0
160580,0
160580,0
160580,0
160580,0
160580,0
290587,0
397262,0
134100,0
429399,0
138669,0
101761,0
217865,0
198305,0
374816,0
374816,0
360405,0
360405,0
360405,0
226462,0
186333,0
115608,0
115608,0
115608,0
212802,0
281958,0
281958,0
286590,0
194193,0
203308,0
392733,0
227858,0
243765,0
381342,0
330109,0
396534,0
396534,0
396534,0
320172,0
320172,0
320172,0
132553,0
263746,0
362698,0
362698,0
425328,0
426106,0
426106,0
248528,0
248528,0
401262,0
401262,0
442551,0
285528,0
285528,0
318834,0
318834,0
133536,0
133536,0
133536,0
133536,0
214605,0
282010,0
301369,0
357463,0
183485,0
365872,0
193346,0
218946,0
301476,0
375401,0
451269,0
194011,0
194011,0
262959,0
262959,0
244858,0
244858,0
244858,0
155508,0
180547,0
180547,0
180547,0
230830,0
254932,0
142049,0
120970,0
120970,0
120970,0
299577,0
426131,0
426131,0
220547,0
220547,0
229830,0
229830,0
190464,0
190464,0
314641,0
306100,0
332614,0
332614,0
111526,0
277508,0
383034,0
383034,0
383034,0
369699,0
240972,0
240972,0
454465,0
347665,0
347665,0
292228,0
315587,0
185642,0
185642,0
185642,0
155562,0
155562,0
379522,0
266198,0
266198,0
407502,0
352822,0
432988,0
432988,0
432988,0
158468,0
304331,0
292000,0
292000,0
138870,0
138870,0
300248,0
300248,0
373259,0
373259,0
258978,0
187795,0
332031,0
332031,0
328703,0
328703,0
328703,0
328703,0
413005,0
413005,0
413005,0
263339,0
263339,0
369841,0
259516,0
245964,0
245964,0
245964,0
245964,0
288788,0
288788,0
285976,0
285976,0
419818,0
419818,0
419818,0
450106,0
450106,0
450106,0
450106,0
450106,0
264057,0
264057,0
107968,0
107968,0
310953,0
310953,0
310953,0
196020,0
270865,0
270865,0
163304,0
163304,0
243648,0
303324,0
303324,0
303324,0
303324,0
251206,0
251206,0
216140,0
216140,0
216140,0
241629,0
241629,0
241629,0
241629,0
206822,0
429073,0
284686,0
284686,0
308997,0
308997,0
257788,0
157228,0
202583,0
202583,0
295577,0
295577,0
295577,0
383960,0
383960,0
378285,0
209758,0
209758,0
421465,0
262489,0
262489,0
262489,0
262489,0
262489,0
310300,0
310300,0
282729,0
238868,0
229710,0
229710,0
301092,0
178058,0
335619,0
312996,0
312996,0
376037,0
293152,0
385417,0
385417,0
183826,0
101991,0
179139,0
371309,0
141600,0
141600,0
297983,0
221388,0
221388,0
221388,0
221388,0
221388,0
399291,0
349091,0
349091,0
349091,0
383116,0
383116,0
383116,0
383116,0
436023,0
436023,0
436023,0
441602,0
441602,0
325145,0
289324,0
302263,0
216522,0
170597,0
170597,0
170597,0
170597,0
330098,0
330098,0
330098,0
178377,0
256381,0
372099,0
132865,0
243120,0
373643,0
373643,0
175854,0
175854,0
175854,0
175854,0
158502,0
158502,0
394814,0
259915,0
392426,0
392426,0
392426,0
392426,0
392426,0
156216,0
248615,0
348951,0
282427,0
282427,0
245430,0
245430,0
245430,0
245430,0
284919,0
193965,0
193965,0
454241,0
454241,0
454241,0
333136,0
438495,0
438495,0
438495,0
438495,0
361696,0
304333,0
172623,0
172623,0
422771,0
274518,0
171483,0
171483,0
171483,0
311473,0
445792,0
445792,0
175527,0
175527,0
175527,0
294228,0
294228,0
362837,0
268531,0
198657,0
437595,0
437595,0
411351,0
216800,0
230379,0
230379,0
352344,0
110676,0
110676,0
110676,0
401916,0
235700,0
330648,0
338328,0
190602,0
190602,0
439132,0
163879,0
163879,0
171228,0
347005,0
434423,0
117179,0
104616,0
288882,0
177014,0
329414,0
235076,0
235076,0
411819,0
392323,0
392323,0
349068,0
166113,0
242867,0
242867,0
135152,0
447450,0
447450,0
161753,0
161753,0
203507,0
138486,0
138486,0
434786,0
182505,0
351052,0
157650,0
121490,0
105065,0
402568,0
402568,0
402568,0
277424,0
224075,0
360405,0
360405,0
447833,0
211903,0
449175,0
395255,0
125426,0
404845,0
196379,0
149540,0
149540,0
149540,0
109959,0
142615,0
142615,0
142615,0
258339,0
227712,0
129514,0
129514,0
300637,0
118454,0
171809,0
216644,0
216644,0
216644,0
216644,0
216644,0
236472,0
236472,0
253947,0
435100,0
435100,0
419427,0
419427,0
419427,0
353320,0
250402,0
101298,0
129974,0
267015,0
431413,0
431413,0
431413,0
114228,0
114228,0
431581,0
314139,0
141013,0
141013,0
357082,0
357082,0
261063,0
261063,0
275308,0
275308,0
275308,0
344066,0
367043,0
135887,0
209950,0
209950,0
312969,0
343015,0
343015,0
421682,0
246682,0
246682,0
407489,0
404107,0
435023,0
291450,0
219309,0
102611,0
214667,0
193133,0
239010,0
207854,0
170089,0
416566,0
361995,0
361995,0
117061,0
106470,0
114433,0
280513,0
430818,0
302377,0
302377,0
418665,0
418665,0
418665,0
173000,0
323956,0
323956,0
313751,0
313751,0
313751,0
423182,0
423182,0
423182,0
237185,0
313625,0
162510,0
162510,0
107019,0
290128,0
349505,0
349505,0
349505,0
312194,0
243960,0
350840,0
307568,0
156322,0
339150,0
321112,0
198730,0
238483,0
180649,0
380027,0
448361,0
369653,0
369653,0
262131,0
228376,0
155637,0
355779,0
107745,0
311560,0
311560,0
280959,0
280959,0
280959,0
363298,0
367125,0
367125,0
155824,0
155824,0
155824,0
303851,0
136996,0
136996,0
132825,0
132825,0
132825,0
319381,0
329892,0
311973,0
357921,0
357921,0
146603,0
332590,0
212126,0
225899,0
349292,0
323266,0
416332,0
416332,0
326660,0
326660,0
326660,0
211012,0
238457,0
241134,0
241134,0
148022,0
231512,0
175490,0
280809,0
280809,0
397404,0
217121,0
259613,0
326466,0
180549,0
284952,0
151611,0
243777,0
444824,0
356279,0
382948,0
382948,0
382948,0
169001,0
169001,0
248160,0
237175,0
348518,0
348518,0
348518,0
348518,0
348518,0
112235,0
395674,0
